,text,topic
9006,"to aptly picture him , you would have to remember a saturday night live skit featuring "" steve the copy guy "" who effortlessly irritated his co-workers with his unpolished social skills .",movie
17686,"it's unfortunate that , after such intriguing character trials and tribulations , the relationship between frank and mary slips during a mishandled , ineffective finale .",movie
8932,"star trek : first contact ( pg-13 ) anyone familiar with the series of star trek movies knows of the "" even-odd pattern "" --the even-numbered installments of the series are good while the odd-numbered ones are , well , not-so-good .",movie
7476,"instead of big action scenes , leering super villains and empty-headed femme fatales , we get interesting characters and an intriguing situation .",movie
20372,and the ending . . . . . . whoa .,movie
21546,"toy story 2 was greenlighted as a direct-to-video project , disney's standard tactic for milking a few more bucks out of hot franchises without expending the effort of developing a proper feature film .",movie
35417,"of course , with the big guy running amok in the city , niko and audrey are bound to cross paths , and are joined by victor "" animal "" palotti ( hank azaria ) , audrey's trusty cameraman friend , and phillipe roche ( jean reno ) , an operative for the french government , whose nuclear testing started the whole problem in the first place .",movie
31612,that's as much as you need to know .,movie
56194,"meaning , in cinema , needs to be self-contained and determined .",movie
32018,it gives interesting insight into tibetan buddhism and takes a warm look at the dalai lama as a person .,movie
64109,"also , where the hell did the budget go ?",movie
50462,"problem is , he doesn't have any skin , and even after three or four corpses , still doesn't get any skin .",movie
1650,"williams delivers a nice dramatic turn ; affleck , a hot up-and-coming actor himself ( chasing amy ) , turns up in a warm and charming performance as will's best friend ; and the ever-appealing minnie driver shines as will's harvard-schooled love interest .",movie
47818,"it has a concept that -- and still is -- interesting ; a group of corrupt young adults , all in their early 20s are given a choice : they either go to jail for the various crimes that they all have committed , or they can become undercover cops , helping the police get into places that they normally wouldn't be able to access .",movie
17190,"when tim burton's twisted alien invasion comedy really works , it's breathtaking and hilarious in equal measure .",movie
59926,"they show a little plot , all the characters , and the emotional highlights , all spliced together to give a general impression of the script .",movie
30728,"it not only takes balls but intelligence to make a human being out of a neo-nazi skinhead , a kind of person who dedicates their lives to hating anyone who's not what they are , and this film wisely and miracurously pulls it off .",movie
58089,"as sick as this all is , watching it is one of the most admittingly hysterical moments i've ever witnessed .",movie
40750,"they want to see at least one big breasted woman , characters that they've seen a thousand times before ( because change scares americans ) , and you always need a cheesy feel-good ending to wrap things up .",movie
62047,"by contrast , the movie hits one sour note after another .",movie
59105,let's cut the talented canadian lad joshua jackson some slack for maintaining believability within the confines of his character .,movie
27011,"glenn plummer plays a dancer who's working as a bellboy , and provides a bit of alternate perspective .",movie
46208,"after an ingenuous opening showing pongo's morning routine as he gets daniels prepared for the day , the film quickly tumbles into lame slapstick as the pooch drags daniels on a careening trek through a city park . a little slapstick goes a long way , but hughes just keeps laying it on .",movie
